,id,name,country_code,country,hand,age,url,date_accessed
0,28761,DVORKIN Mary,ISR,ISRAEL,Left,24,https://fie.org/athletes/28761,2021-05-13 21:42:17
1,43803,SHI Yue,CHN,CHINA,Right,22,https://fie.org/athletes/43803,2021-05-13 21:35:13
2,46080,TANG Nga Hei,MAC,"MACAO, CHINA",Right,20,https://fie.org/athletes/46080,2021-05-13 21:46:21
3,46481,WONAME Kelsey Victoria Afriyie,GHA,GHANA,Right,17,https://fie.org/athletes/46481,2021-05-13 21:48:14
4,47075,BRECHERET Carolina,BRA,BRAZIL,Right,16,https://fie.org/athletes/47075,2021-05-13 21:50:07
5,37506,DA SILVA Kathryn,RSA,SOUTH AFRICA,Left,19,https://fie.org/athletes/37506,2021-05-13 21:44:38
6,45971,KOUTOGLO Abla Francoise,TOG,TOGO,Right,22,https://fie.org/athletes/45971,2021-05-13 21:45:35
7,20482,YANAOKA Haruka,JPN,JAPAN,Right,26,https://fie.org/athletes/20482,2021-05-13 21:41:41
8,22533,GOLDIE Alanna,CAN,CANADA,Right,27,https://fie.org/athletes/22533,2021-05-13 21:50:14
9,39433,NEMCOVA Stepanka,CZE,CZECH REPUBLIC,Right,20,https://fie.org/athletes/39433,2021-05-13 21:52:11
10,28701,CIPRESSA Erica,ITA,ITALY,Right,24,https://fie.org/athletes/28701,2021-05-13 21:41:48
11,20514,THIBUS Ysaora,FRA,FRANCE,Right,29,https://fie.org/athletes/20514,2021-05-13 21:41:51
12,43554,HANY Noha,EGY,EGYPT,Right,20,https://fie.org/athletes/43554,2021-05-13 21:33:47
13,28713,MORI Chihiro,JPN,JAPAN,Right,23,https://fie.org/athletes/28713,2021-05-13 21:41:56
14,29233,HONG Hyo Jin,KOR,KOREA,Right,27,https://fie.org/athletes/29233,2021-05-13 21:44:22
15,4164,MOHAMED Aida,HUN,HUNGARY,Left,45,https://fie.org/athletes/4164,2021-05-13 21:42:08
16,33352,WANGLEMBAM Thoibi Devi,IND,INDIA,Right,23,https://fie.org/athletes/33352,2021-05-13 21:21:22
17,17481,SAUER Anne,GER,GERMANY,Right,30,https://fie.org/athletes/17481,2021-05-13 21:23:39
18,34890,CHEN Qingyuan,CHN,CHINA,Right,24,https://fie.org/athletes/34890,2021-05-13 21:31:22
19,33865,TANGHERLINI Elena,ITA,ITALY,Left,23,https://fie.org/athletes/33865,2021-05-13 21:23:42
20,20041,HAMMAD Ghareeba,QAT,QATAR,Right,32,https://fie.org/athletes/20041,2021-05-13 21:39:38
21,21581,MONACO Beatrice,ITA,ITALY,Left,29,https://fie.org/athletes/21581,2021-05-13 21:46:37
22,37965,TARANENKO Anna,UKR,UKRAINE,Left,20,https://fie.org/athletes/37965,2021-05-13 21:46:40
23,8280,OH Hye Mi,KOR,KOREA,Left,35,https://fie.org/athletes/8280,2021-05-13 21:19:41
24,40025,AZUMA Sera,JPN,JAPAN,Right,21,https://fie.org/athletes/40025,2021-05-13 21:53:53
25,9309,RYAN Kelleigh,CAN,CANADA,Right,34,https://fie.org/athletes/9309,2021-05-13 21:23:50
26,30818,BIANCHIN Elisabetta,ITA,ITALY,Right,24,https://fie.org/athletes/30818,2021-05-13 21:50:23
27,27237,ZAGIDULLINA Adelina,RUS,RUSSIA,Right,28,https://fie.org/athletes/27237,2021-05-13 21:34:12
28,36458,POSGAY Zsofia,GER,GERMANY,Left,22,https://fie.org/athletes/36458,2021-05-13 21:39:53
29,25197,CHAE Songoh,KOR,KOREA,Right,32,https://fie.org/athletes/25197,2021-05-13 21:21:41
30,13428,NISHIOKA Shiho,JPN,JAPAN,Right,32,https://fie.org/athletes/13428,2021-05-13 21:46:47
31,10357,LIM Seungmin,KOR,KOREA,Right,36,https://fie.org/athletes/10357,2021-05-13 21:31:29
32,19574,BIMOVA Andrea,CZE,CZECH REPUBLIC,Left,28,https://fie.org/athletes/19574,2021-05-13 21:37:42
33,30327,WALCZYK Julia,POL,POLAND,Right,23,https://fie.org/athletes/30327,2021-05-13 21:48:51
34,34433,ELSHARKAWY Yara,EGY,EGYPT,Left,22,https://fie.org/athletes/34433,2021-05-13 21:25:37
35,49287,ALBOININ Lina,QAT,QATAR,Right,15,https://fie.org/athletes/49287,2021-05-13 21:19:55
36,34952,CHALDAIOU Maria-Eleni,GRE,GREECE,Right,21,https://fie.org/athletes/34952,2021-05-13 21:31:37
37,32393,BRETEAU Andrea,ESP,SPAIN,Right,23,https://fie.org/athletes/32393,2021-05-13 21:56:19
38,32912,KONDRICZ Kata,HUN,HUNGARY,Right,22,https://fie.org/athletes/32912,2021-05-13 21:20:01
39,13459,JEON Hee Sook,KOR,KOREA,Left,36,https://fie.org/athletes/13459,2021-05-13 21:47:04
40,26262,KURACHI Miho,JPN,JAPAN,Right,27,https://fie.org/athletes/26262,2021-05-13 21:25:44
41,34969,AZUMA Rio,JPN,JAPAN,Right,22,https://fie.org/athletes/34969,2021-05-13 21:31:44
42,39578,ANDREYENKA Hanna,BLR,BELARUS,Right,20,https://fie.org/athletes/39578,2021-05-13 21:52:40
43,29852,BITTEROVA Kitti,SVK,SLOVAKIA,Right,23,https://fie.org/athletes/29852,2021-05-13 21:47:16
44,37023,KIKUCHI Komaki,JPN,JAPAN,Left,24,https://fie.org/athletes/37023,2021-05-13 21:42:35
45,9377,ERRIGO Arianna,ITA,ITALY,Left,32,https://fie.org/athletes/9377,2021-05-13 21:24:02
46,10402,BOUBAKRI Ines,TUN,TUNISIA,Left,32,https://fie.org/athletes/10402,2021-05-13 21:31:50
47,31906,KRAENKL Maria,AUT,AUSTRIA,Right,25,https://fie.org/athletes/31906,2021-05-13 21:54:13
48,42147,BUDENKO Kateryna,UKR,UKRAINE,Right,19,https://fie.org/athletes/42147,2021-05-13 21:24:09
49,20135,CHENTSOVA Kateryna,UKR,UKRAINE,Right,30,https://fie.org/athletes/20135,2021-05-13 21:39:58
50,46252,AWATI Radhika Prakash,IND,INDIA,Left,28,https://fie.org/athletes/46252,2021-05-13 21:47:22
51,26798,BEHR Leandra,GER,GERMANY,Right,24,https://fie.org/athletes/26798,2021-05-13 21:32:04
52,48818,MARECHAL Jade,FRA,FRANCE,Right,20,https://fie.org/athletes/48818,2021-05-13 21:56:31
53,9908,SYNORADZKA Martyna,POL,POLAND,Left,33,https://fie.org/athletes/9908,2021-05-13 21:25:56
54,37044,ACURERO GONZALEZ Anabella,VEN,VENEZUELA,Left,19,https://fie.org/athletes/37044,2021-05-13 21:42:40
55,16054,BLAZE Anita,FRA,FRANCE,Right,29,https://fie.org/athletes/16054,2021-05-13 21:56:36
56,39615,PROESTAKIS Katina,CHI,CHILE,Right,18,https://fie.org/athletes/39615,2021-05-13 21:52:52
57,21705,JELINSKA Martyna,POL,POLAND,Right,29,https://fie.org/athletes/21705,2021-05-13 21:47:28
58,38603,TIEU May,USA,USA,Right,19,https://fie.org/athletes/38603,2021-05-13 21:49:05
59,28365,PIRIEVA Leyla,RUS,RUSSIA,Right,27,https://fie.org/athletes/28365,2021-05-13 21:40:10
60,25293,BULCAO Ana Beatriz,BRA,BRAZIL,Left,27,https://fie.org/athletes/25293,2021-05-13 21:22:13
61,39631,WEINTRAUB Maia Mei,USA,USA,Right,18,https://fie.org/athletes/39631,2021-05-13 21:52:57
62,9426,KREISS Fanni,HUN,HUNGARY,Right,32,https://fie.org/athletes/9426,2021-05-13 21:24:23
63,21717,KIEFER Lee,USA,USA,Right,26,https://fie.org/athletes/21717,2021-05-13 21:47:34
64,39140,CATARZI Constance,FRA,FRANCE,Right,22,https://fie.org/athletes/39140,2021-05-13 21:50:58
65,25842,ALBOROVA Yana,UZB,UZBEKISTAN,Right,27,https://fie.org/athletes/25842,2021-05-13 21:24:27
66,34549,KUDLACEK Beatrice,AUT,AUSTRIA,Right,22,https://fie.org/athletes/34549,2021-05-13 21:29:32
67,42749,SCHREIBER Miriam,SWE,SWEDEN,Right,19,https://fie.org/athletes/42749,2021-05-13 21:29:35
68,34564,MARTYANOVA Marta,RUS,RUSSIA,Right,22,https://fie.org/athletes/34564,2021-05-13 21:29:48
69,21767,MIYAWAKI Karin,JPN,JAPAN,Right,24,https://fie.org/athletes/21767,2021-05-13 21:47:44
70,20744,IVANOVA Anastasiia,RUS,RUSSIA,Right,31,https://fie.org/athletes/20744,2021-05-13 21:43:00
71,48393,GUO Jessica Zi Jia,CAN,CANADA,Left,15,https://fie.org/athletes/48393,2021-05-13 21:54:56
72,21261,GIMENEZ Isis,VEN,VENEZUELA,Right,30,https://fie.org/athletes/21261,2021-05-13 21:45:01
73,30490,UMETSU Haruka,JPN,JAPAN,Right,23,https://fie.org/athletes/30490,2021-05-13 21:49:15
74,39195,TSUJI Sumire,JPN,JAPAN,Right,21,https://fie.org/athletes/39195,2021-05-13 21:51:15
75,44830,RHODES Zander,USA,USA,Right,17,https://fie.org/athletes/44830,2021-05-13 21:40:41
76,27431,CHEUNG Kimberley Vanessa,HKG,"HONG KONG, CHINA",Right,27,https://fie.org/athletes/27431,2021-05-13 21:35:26
77,45352,SOPIT Olga,UKR,UKRAINE,Right,18,https://fie.org/athletes/45352,2021-05-13 21:43:20
78,27945,SCHREIBER Ester,SWE,SWEDEN,Right,24,https://fie.org/athletes/27945,2021-05-13 21:38:39
79,27947,LOFMARK Linn,SWE,SWEDEN,Right,24,https://fie.org/athletes/27947,2021-05-13 21:38:42
80,2860,GUYART Astrid,FRA,FRANCE,Right,38,https://fie.org/athletes/2860,2021-05-13 21:35:29
81,33069,ABDRAKHMANOVA Adelya,RUS,RUSSIA,Right,24,https://fie.org/athletes/33069,2021-05-13 21:20:27
82,12590,BATINI Martina,ITA,ITALY,Right,32,https://fie.org/athletes/12590,2021-05-13 21:43:23
83,12591,DE COSTANZO Valentina,ITA,ITALY,Left,31,https://fie.org/athletes/12591,2021-05-13 21:43:30
84,42286,PUSTILNIK Nicole,ISR,ISRAEL,Right,18,https://fie.org/athletes/42286,2021-05-13 21:24:39
85,24885,CHENG Hiu Wai Valerie,HKG,"HONG KONG, CHINA",Right,25,https://fie.org/athletes/24885,2021-05-13 21:20:36
86,32575,JORGENSEN Laeticia,DEN,DENMARK,Right,21,https://fie.org/athletes/32575,2021-05-13 21:57:02
87,35649,BINDER Sylvie,USA,USA,Left,21,https://fie.org/athletes/35649,2021-05-13 21:35:39
88,52048,GOMES Rafaella,BRA,BRAZIL,Right,18,https://fie.org/athletes/52048,2021-05-13 21:35:46
89,26961,CENKER Freya,AUT,AUSTRIA,Right,26,https://fie.org/athletes/26961,2021-05-13 21:32:51
90,18774,WOHLGEMUTH Olivia,AUT,AUSTRIA,Right,29,https://fie.org/athletes/18774,2021-05-13 21:32:54
91,43351,KANO Arisa,JPN,JAPAN,Left,20,https://fie.org/athletes/43351,2021-05-13 21:32:57
92,48471,ISBIR Alisa,TUR,TURKEY,Right,15,https://fie.org/athletes/48471,2021-05-13 21:55:20
93,23398,HARVEY Eleanor,CAN,CANADA,Left,26,https://fie.org/athletes/23398,2021-05-13 21:53:11
94,42855,SCRUGGS Lauren,USA,USA,Right,18,https://fie.org/athletes/42855,2021-05-13 21:30:19
95,52587,BRAHIM Rana,QAT,QATAR,Right,19,https://fie.org/athletes/52587,2021-05-13 21:38:47
96,25454,SINIGALIA Martina,ITA,ITALY,Right,26,https://fie.org/athletes/25454,2021-05-13 21:22:48
97,52596,SIM Soeun,KOR,KOREA,Right,18,https://fie.org/athletes/52596,2021-05-13 21:38:53
98,37239,OLIVEIRA Carolina,POR,PORTUGAL,Right,21,https://fie.org/athletes/37239,2021-05-13 21:43:45
99,12156,VARDARO Elisa,ITA,ITALY,Left,32,https://fie.org/athletes/12156,2021-05-13 21:40:56
100,29054,BOLDOR Maria,ROU,ROMANIA,Right,24,https://fie.org/athletes/29054,2021-05-13 21:43:46
101,37252,INOSTROZA Arantza,CHI,CHILE,Right,21,https://fie.org/athletes/37252,2021-05-13 21:43:47
102,35208,HONG Sena,KOR,KOREA,Left,22,https://fie.org/athletes/35208,2021-05-13 21:33:05
103,16779,MICHEL Nataly,MEX,MEXICO,Right,30,https://fie.org/athletes/16779,2021-05-13 21:20:49
104,18831,DERIGLAZOVA Inna,RUS,RUSSIA,Right,31,https://fie.org/athletes/18831,2021-05-13 21:33:09
105,24463,MARINO Maria,ESP,SPAIN,Right,28,https://fie.org/athletes/24463,2021-05-13 21:57:23
106,32657,BUTRUILLE Solene,FRA,FRANCE,Right,23,https://fie.org/athletes/32657,2021-05-13 21:57:25
107,36751,MINARIK Natalie,USA,USA,Left,21,https://fie.org/athletes/36751,2021-05-13 21:41:07
108,23445,MANCINI Camilla,ITA,ITALY,Right,26,https://fie.org/athletes/23445,2021-05-13 21:53:29
109,16790,FLORES Alejandra,CHI,CHILE,Right,30,https://fie.org/athletes/16790,2021-05-13 21:20:50
110,23447,PALUMBO Francesca,ITA,ITALY,Left,27,https://fie.org/athletes/23447,2021-05-13 21:53:29
111,31645,BEARDMORE Kate,GBR,GREAT BRITAIN,Right,23,https://fie.org/athletes/31645,2021-05-13 21:53:30
112,40356,SUNDUCHKOVA Alexandra,RUS,RUSSIA,Left,20,https://fie.org/athletes/40356,2021-05-13 21:55:38
113,19878,VOLPI Alice,ITA,ITALY,Right,29,https://fie.org/athletes/19878,2021-05-13 21:39:02
114,25514,RANVIER Pauline,FRA,FRANCE,Right,27,https://fie.org/athletes/25514,2021-05-13 21:22:56
115,45999,CHO Sabrina,USA,USA,Right,19,https://fie.org/athletes/45999,2021-05-13 21:46:03
116,1455,MORMANDI Flavia Johanna,ARG,ARGENTINA,Left,34,https://fie.org/athletes/1455,2021-05-13 21:24:51
117,28081,DUBROVICH Jacqueline,USA,USA,Right,26,https://fie.org/athletes/28081,2021-05-13 21:39:04
118,31155,SAMSONOVA Kristina,RUS,RUSSIA,Left,26,https://fie.org/athletes/31155,2021-05-13 21:51:54
119,38837,LACHERAY Eva,FRA,FRANCE,Left,21,https://fie.org/athletes/38837,2021-05-13 21:49:53
120,28086,MASSIALAS Sabrina,USA,USA,Right,24,https://fie.org/athletes/28086,2021-05-13 21:39:04
121,40376,PHAMDOM Anita Chanu,IND,INDIA,Right,20,https://fie.org/athletes/40376,2021-05-13 21:55:41
122,36796,PATRU Morgane,FRA,FRANCE,Right,23,https://fie.org/athletes/36796,2021-05-13 21:41:20
123,36799,RECHER Alice,FRA,FRANCE,Right,22,https://fie.org/athletes/36799,2021-05-13 21:41:22
124,10688,KOROBEYNIKOVA Larisa,RUS,RUSSIA,Right,34,https://fie.org/athletes/10688,2021-05-13 21:33:20
125,43455,POLOZIUK Alina,UKR,UKRAINE,Right,19,https://fie.org/athletes/43455,2021-05-13 21:33:19
126,31682,BLOW Iman,USA,USA,Right,23,https://fie.org/athletes/31682,2021-05-13 21:53:32
127,28607,GIL PINERO Paola Carolina,PER,PERU,Right,27,https://fie.org/athletes/28607,2021-05-13 21:41:23
128,39364,KIRSTEN Ines,AUT,AUSTRIA,Right,21,https://fie.org/athletes/39364,2021-05-13 21:52:03
129,40389,BRUGGER Lilli Maria,AUT,AUSTRIA,Right,20,https://fie.org/athletes/40389,2021-05-13 21:55:46
130,48584,PETROVA Kristina,UKR,UKRAINE,Right,16,https://fie.org/athletes/48584,2021-05-13 21:55:47
131,37832,MO Jandee,KOR,KOREA,Left,22,https://fie.org/athletes/37832,2021-05-13 21:46:10
132,20938,KARAMETE Irem,TUR,TURKEY,Right,27,https://fie.org/athletes/20938,2021-05-13 21:43:58
133,17872,LUPKOVICS Dora,HUN,HUNGARY,Right,28,https://fie.org/athletes/17872,2021-05-13 21:25:09
134,33746,EBERT Leonie,GER,GERMANY,Left,21,https://fie.org/athletes/33746,2021-05-13 21:23:07
135,34259,DIAZ Maria Teresa,ESP,SPAIN,Right,23,https://fie.org/athletes/34259,2021-05-13 21:25:09
136,43476,LAISHRAM Khusboorani,IND,INDIA,Right,19,https://fie.org/athletes/43476,2021-05-13 21:33:21
137,27093,CALUGAREANU Malina,ROU,ROMANIA,Left,24,https://fie.org/athletes/27093,2021-05-13 21:33:22
138,42969,ABUJBARA Amira,QAT,QATAR,Right,26,https://fie.org/athletes/42969,2021-05-13 21:30:42
139,32730,MOHAMED Noura,EGY,EGYPT,Right,23,https://fie.org/athletes/32730,2021-05-13 21:57:33
140,49116,ELZOHEIRY Mariam,EGY,EGYPT,Left,21,https://fie.org/athletes/49116,2021-05-13 21:57:34
141,26592,BROT Coralie,FRA,FRANCE,Right,25,https://fie.org/athletes/26592,2021-05-13 21:30:44
142,28643,KANO Minami,JPN,JAPAN,Right,24,https://fie.org/athletes/28643,2021-05-13 21:41:33
143,36837,HENAFF Ilona,FRA,FRANCE,Right,23,https://fie.org/athletes/36837,2021-05-13 21:41:35
144,28651,KONTOCHRISTOPOULOU Aikaterini-Maria,GRE,GREECE,Right,23,https://fie.org/athletes/28651,2021-05-13 21:41:36
145,12780,LYCZBINSKA Hanna,POL,POLAND,Right,31,https://fie.org/athletes/12780,2021-05-13 21:44:06
146,12269,ROSS Nicole,USA,USA,Right,32,https://fie.org/athletes/12269,2021-05-13 21:41:37
147,20461,CHRZANOWSKA Marika,POL,POLAND,Right,25,https://fie.org/athletes/20461,2021-05-13 21:41:38
148,33780,PASZTOR Flora,HUN,HUNGARY,Right,22,https://fie.org/athletes/33780,2021-05-13 21:23:13
149,37880,YUSOVA Victoria,RUS,RUSSIA,Left,22,https://fie.org/athletes/37880,2021-05-13 21:46:17
150,49157,MARTIN CABELLO Marian,ESP,SPAIN,Right,16,https://fie.org/athletes/49157,2021-05-13 21:19:21
151,43015,AVELLEIRA Hillary,VEN,VENEZUELA,Left,19,https://fie.org/athletes/43015,2021-05-13 21:30:59
152,4103,JESZENSZKY Szilvia,HUN,HUNGARY,Left,38,https://fie.org/athletes/4103,2021-05-13 21:41:42
153,16392,SOKOLOVA Diana,RUS,RUSSIA,Right,33,https://fie.org/athletes/16392,2021-05-13 21:19:21
154,30730,LESAINE HOANG Clemence,FRA,FRANCE,Right,25,https://fie.org/athletes/30730,2021-05-13 21:50:16
155,34827,PATHARE Laura Margrethe,DEN,DENMARK,Right,22,https://fie.org/athletes/34827,2021-05-13 21:30:59
156,51213,PROIETTI Arianna,ITA,ITALY,Right,18,https://fie.org/athletes/51213,2021-05-13 21:31:00
157,34830,CAMPBELL Yasmin,GBR,GREAT BRITAIN,Left,20,https://fie.org/athletes/34830,2021-05-13 21:31:00
158,45071,NEKIFOR Erika,HUN,HUNGARY,Right,19,https://fie.org/athletes/45071,2021-05-13 21:41:42
159,40975,MACKO Michaela,CZE,CZECH REPUBLIC,Right,20,https://fie.org/athletes/40975,2021-05-13 21:19:22
160,51218,CORABI Sarah,ITA,ITALY,Right,18,https://fie.org/athletes/51218,2021-05-13 21:31:02
161,51219,CREMONESI Clarissa,ITA,ITALY,Right,19,https://fie.org/athletes/51219,2021-05-13 21:31:03
162,16404,FRCKO Ema,CRO,CROATIA,Right,29,https://fie.org/athletes/16404,2021-05-13 21:19:22
163,51221,BEHRENS Nora,GER,GERMANY,Right,17,https://fie.org/athletes/51221,2021-05-13 21:31:03
164,4121,KNAPEK Edina,HUN,HUNGARY,Right,43,https://fie.org/athletes/4121,2021-05-13 21:41:44
165,36889,MARGETICH Iris,AUT,AUSTRIA,Right,21,https://fie.org/athletes/36889,2021-05-13 21:41:43
166,24606,HANNAY Georgia,GBR,GREAT BRITAIN,Right,28,https://fie.org/athletes/24606,2021-05-13 21:19:23
167,49184,LAM Chi Mei,MAC,"MACAO, CHINA",Right,15,https://fie.org/athletes/49184,2021-05-13 21:19:23
168,43042,RICCI Marta,ITA,ITALY,Left,20,https://fie.org/athletes/43042,2021-05-13 21:31:10
169,51234,KNAP Barbara,GER,GERMANY,Right,23,https://fie.org/athletes/51234,2021-05-13 21:31:12
170,32806,SO Yin Ting,HKG,"HONG KONG, CHINA",Right,31,https://fie.org/athletes/32806,2021-05-13 21:19:25
171,51239,KNAP Sofia,GER,GERMANY,Right,20,https://fie.org/athletes/51239,2021-05-13 21:31:13
172,30759,CASILLAS Lydia,MEX,MEXICO,Right,22,https://fie.org/athletes/30759,2021-05-13 21:50:17
173,32810,BARRATT Georgina,AUS,AUSTRALIA,Right,26,https://fie.org/athletes/32810,2021-05-13 21:19:26
174,51246,SEAL Grace,USA,USA,Right,18,https://fie.org/athletes/51246,2021-05-13 21:31:14
175,47151,VASILE Karina,ROU,ROMANIA,Right,16,https://fie.org/athletes/47151,2021-05-13 21:50:18
176,20527,NAKANO Saori,JPN,JAPAN,Left,30,https://fie.org/athletes/20527,2021-05-13 21:41:59
177,8246,DABROCK Oxana,MDA,MOLDOVA,Right,40,https://fie.org/athletes/8246,2021-05-13 21:19:26
178,16439,NGUYEN Thi Hoai Thu,VIE,VIETNAM,Right,35,https://fie.org/athletes/16439,2021-05-13 21:19:31
179,12347,KOZYREVA Viktoria,RUS,RUSSIA,Right,33,https://fie.org/athletes/12347,2021-05-13 21:42:04
180,34878,LAU Cheuk Yu,HKG,"HONG KONG, CHINA",Right,24,https://fie.org/athletes/34878,2021-05-13 21:31:15
181,24641,MANA Marie,FRA,FRANCE,Right,27,https://fie.org/athletes/24641,2021-05-13 21:19:36
182,18498,YIN Zhu,CHN,CHINA,Right,32,https://fie.org/athletes/18498,2021-05-13 21:31:16
183,43075,CALERI Juliana,ARG,ARGENTINA,Right,18,https://fie.org/athletes/43075,2021-05-13 21:31:16
184,51269,UZEL Defne,TUR,TURKEY,Right,16,https://fie.org/athletes/51269,2021-05-13 21:31:17
185,51268,DURUKAN Almila Birce,TUR,TURKEY,Right,15,https://fie.org/athletes/51268,2021-05-13 21:31:17
186,34887,XIONG Xueying,CHN,CHINA,Left,23,https://fie.org/athletes/34887,2021-05-13 21:31:18
187,34888,HUANG Ali,CHN,CHINA,Right,24,https://fie.org/athletes/34888,2021-05-13 21:31:18
188,34889,CAI Yuanting,CHN,CHINA,Left,24,https://fie.org/athletes/34889,2021-05-13 21:31:19
189,36937,CIGANKOVA Tereza,CZE,CZECH REPUBLIC,Right,24,https://fie.org/athletes/36937,2021-05-13 21:42:10
190,41028,AFONSO Helena,POR,PORTUGAL,Left,20,https://fie.org/athletes/41028,2021-05-13 21:19:36
191,18507,SHI Yun,CHN,CHINA,Right,31,https://fie.org/athletes/18507,2021-05-13 21:31:22
192,41042,ALONSO Laura,ESP,SPAIN,Right,20,https://fie.org/athletes/41042,2021-05-13 21:19:37
193,32850,CHEN Ling Yi,TPE,CHINESE TAIPEI,Right,24,https://fie.org/athletes/32850,2021-05-13 21:19:38
194,4181,NATTAN Sarolta,HUN,HUNGARY,Right,41,https://fie.org/athletes/4181,2021-05-13 21:42:11
195,36953,KRALIKOVA Veronika,SVK,SLOVAKIA,Right,19,https://fie.org/athletes/36953,2021-05-13 21:42:24
196,39003,ORTIZ  SANCHEZ Camila  Alexandra,ECU,ECUADOR,Right,22,https://fie.org/athletes/39003,2021-05-13 21:50:18
197,49244,MAUL Xenia,GER,GERMANY,Right,19,https://fie.org/athletes/49244,2021-05-13 21:19:42
198,24669,SCHMITZ Franziska,GER,GERMANY,Right,27,https://fie.org/athletes/24669,2021-05-13 21:19:43
199,32859,FINTER Rose,CAN,CANADA,Left,47,https://fie.org/athletes/32859,2021-05-13 21:19:42
200,39007,MENDEZ CASTILLO Ingrid Estefania,COL,COLOMBIA,Right,24,https://fie.org/athletes/39007,2021-05-13 21:50:19
201,34907,ELSHARKAWY Hadil,EGY,EGYPT,Right,23,https://fie.org/athletes/34907,2021-05-13 21:31:23
202,16486,DE GRAAF-STOEL Mieke,NED,NETHERLANDS,Left,64,https://fie.org/athletes/16486,2021-05-13 21:19:44
203,32871,SHIGIHARA Jule,GER,GERMANY,Right,24,https://fie.org/athletes/32871,2021-05-13 21:19:45
204,51304,TURKKAN Eylul Deniz,TUR,TURKEY,Right,18,https://fie.org/athletes/51304,2021-05-13 21:31:24
205,51308,UZUN Ceylin Arden,TUR,TURKEY,Right,15,https://fie.org/athletes/51308,2021-05-13 21:31:26
206,43116,TOPORSKA Joanna,POL,POLAND,Right,22,https://fie.org/athletes/43116,2021-05-13 21:31:25
207,43117,BOBER Zuzanna,POL,POLAND,Right,21,https://fie.org/athletes/43117,2021-05-13 21:31:25
208,20593,CELLEROVA Michala,SVK,SLOVAKIA,Right,27,https://fie.org/athletes/20593,2021-05-13 21:42:25
209,32882,SILVA Micaela Sofia,ARG,ARGENTINA,Right,23,https://fie.org/athletes/32882,2021-05-13 21:19:46
210,32885,BICEGO Lodovica,ITA,ITALY,Right,23,https://fie.org/athletes/32885,2021-05-13 21:19:47
211,32887,LOSSO Anna Chiara,ITA,ITALY,Right,23,https://fie.org/athletes/32887,2021-05-13 21:19:48
212,8311,YUAN Ping,NZL,NEW ZEALAND,Left,39,https://fie.org/athletes/8311,2021-05-13 21:19:48
213,22650,WONG Liane Ye Ying,SGP,SINGAPORE,Left,27,https://fie.org/athletes/22650,2021-05-13 21:50:34
214,32891,BARTHOLME Rahel,GER,GERMANY,Left,24,https://fie.org/athletes/32891,2021-05-13 21:19:49
215,24700,RUBIO Frida,MEX,MEXICO,Right,26,https://fie.org/athletes/24700,2021-05-13 21:19:49
216,18557,LU Yazhu,CHN,CHINA,Left,32,https://fie.org/athletes/18557,2021-05-13 21:31:32
217,30846,ONDARTS Lucia,ARG,ARGENTINA,Right,25,https://fie.org/athletes/30846,2021-05-13 21:50:35
218,24703,CHEAH Ivy Hsiao Yong,MAS,MALAYSIA,Right,27,https://fie.org/athletes/24703,2021-05-13 21:19:51
219,20610,DAJCIC Marcela,CRO,CROATIA,Right,27,https://fie.org/athletes/20610,2021-05-13 21:42:28
220,51330,MANZONI Michelle,ITA,ITALY,Left,18,https://fie.org/athletes/51330,2021-05-13 21:31:33
221,43140,MARTINEZ LOPEZ Andrea,ESP,SPAIN,Right,22,https://fie.org/athletes/43140,2021-05-13 21:31:33
222,47237,JELICIC Julija,SRB,SERBIA,Right,18,https://fie.org/athletes/47237,2021-05-13 21:50:36
223,32900,KRALIKOVA Viktoria,SVK,SLOVAKIA,Right,21,https://fie.org/athletes/32900,2021-05-13 21:19:52
224,28806,ZAKARANI Youssra,MAR,MOROCCO,Right,26,https://fie.org/athletes/28806,2021-05-13 21:42:29
225,32902,BOLDOR Ana,ROU,ROMANIA,Right,23,https://fie.org/athletes/32902,2021-05-13 21:19:53
226,47243,GOLIC Teodora,SRB,SERBIA,Right,20,https://fie.org/athletes/47243,2021-05-13 21:50:38
227,43148,LIM Rachel Mary Li-Hsuen,SGP,SINGAPORE,Right,18,https://fie.org/athletes/43148,2021-05-13 21:31:38
228,51341,FORNASIER Alessia,ITA,ITALY,Right,19,https://fie.org/athletes/51341,2021-05-13 21:31:39
229,43150,CHAN Denyse Wan Jing,SGP,SINGAPORE,Right,17,https://fie.org/athletes/43150,2021-05-13 21:31:39
230,32904,VIRGA Laura,ROU,ROMANIA,Right,24,https://fie.org/athletes/32904,2021-05-13 21:19:56
231,4243,HOPKA-VARGA Gabriella,HUN,HUNGARY,Right,39,https://fie.org/athletes/4243,2021-05-13 21:42:30
232,37012,TANTAST Yasmine,ALG,ALGERIA,Right,20,https://fie.org/athletes/37012,2021-05-13 21:42:33
233,24724,HERNANDEZ Aidee,MEX,MEXICO,Right,27,https://fie.org/athletes/24724,2021-05-13 21:20:01
234,28822,ORAVETZ Barbara,HUN,HUNGARY,Right,26,https://fie.org/athletes/28822,2021-05-13 21:42:32
235,4244,VARGA Katalin,HUN,HUNGARY,Right,40,https://fie.org/athletes/4244,2021-05-13 21:42:31
236,47257,CAMACHO Sara,MEX,MEXICO,Right,19,https://fie.org/athletes/47257,2021-05-13 21:50:40
237,34971,RAUDASKOSKI Outi,FIN,FINLAND,Right,30,https://fie.org/athletes/34971,2021-05-13 21:31:45
